No;Kode;Mentah;"Sumber
TKPI 2019";Air;Energi;Protein;Lemak;Karbohidrat;Serat;Abu;"Kalsium
Ca";"Fosfor
P";"Besi
Fe";"Natrium
Na";"Kalium
Ka";"Tembaga
Cu";"Seng
Zn";"Retino
Vit A";B-Kar;"Karoten
Total";"Thiamin
Vit. B1";"Ribovlavin
Vit. B2";Niasin;Vitamin C;BDD;Kelompok Makanan;Regulasi;;;;;;;;
;;;;(g);(kal);(g);(g);(g);(g);(g);(mg);(mg);(mg);(mg);(mg);(mg);(mg);(mcg);(mcg);(mcg);(mg);(mg);(mg);(mg);(%);;;;;;;;;;
564;DR121;Tunggal;Labu air, segar;95;19;0,6;0,2;3,8;0,6;0,4;12;18;0,6;2;168,2;0,03;0,8;-;11;70;0,04;0,02;0,4;10;80;Sayur;DABM-1964;;;;;;;;
565;DR122;Tunggal;Labu kuning, segar;86,6;51;1,7;0,5;10;2,7;1,2;40;180;0,7;280;220;0,35;1,5;-;1.569;-;0,2;-;0,1;2;74;Sayur;KZGMI-2001;;;;;;;;
566;DR123;Tunggal;Labu siam, segar;92,3;30;0,6;0,1;6,7;6,2;0,3;14;25;0,5;3;167,1;0,16;1;-;48;20;0,02;-;0,6;18;83;Sayur;DABM-1964;;;;;;;;
567;DR124;Tunggal;Labu waluh, segar;91,2;32;1,1;0,1;6,6;0,5;1;45;64;1,4;1;356,2;0,13;0,3;-;712;180;0,08;0,12;0,6;52;77;Sayur;DABM-1964;;;;;;;;
568;DR125;Tunggal;Lantar, segar;91,2;34;2,2;0,3;5,5;2,9;0,8;10;58;0,4;3;155;0,2;0,4;-;38;-;0,3;0,07;0,4;4;-;Sayur;KZGMI-2001;;;;;;;;
569;DR126;Tunggal;Lobak, segar;94,1;21;0,9;0,1;4,2;1,4;0,7;35;26;0,6;49;109,3;0,03;0,2;-;-;10;0,03;0,04;0,3;32;87;Sayur;DABM-1964;;;;;;;;
570;DR127;Tunggal;Lumai/Leunca, segar;90,5;38;1,1;0,3;7,6;2;0,5;7;55;1;2;-;0,1;0,3;-;25;-;0,2;0,1;0,6;17;95;Sayur;KZGMI-2001;;;;;;;;
571;DR128;Tunggal;Melinjo, segar;80;66;5;0,7;13,3;-;1;163;75;2,8;-;-;-;-;-;-;1.000;0,1;-;-;100;60;Sayur;DABM-1964;;;;;;;;
572;DR129;Tunggal;Mostarda metan - sawi hijau;91,4;33;2,3;0,5;4,7;1,8;1,1;60;30;3,1;20;100;0,1;0,4;-;1.575;-;0,2;0,1;0,1;12;85;Sayur;KZGMI-2001;;;;;;;;
573;DR130;Tunggal;Nangka muda, segar;85,4;57;2;0,4;11,3;8,3;0,9;45;29;0,5;1;246,5;0,04;0,1;-;21;25;0,07;0,06;0,7;9;80;Sayur;DABM-1964;;;;;;;;
574;DR131;Tunggal;Paria putih, segar;94,4;19;1;0,4;3,6;1,3;0,6;31;65;0,9;5;277,7;0,03;0,8;-;197;80;0,18;0,04;0,4;58;80;Sayur;KZGPI-1990;;;;;;;;
575;DR132;Tunggal;Pepare ular, segar;95,1;19;0,6;0,1;3,9;1;0,3;20;10;0,4;130;30;0,1;0,1;-;69;-;0,1;0,1;0,1;9;97;Sayur;KZGMI-2001;;;;;;;;
576;DR133;Tunggal;Pepaya muda, segar;92,3;29;2,1;0,1;4,9;2,1;0,6;50;16;0,4;22;211,2;0,01;-;-;-;50;0,02;0,03;0,3;19;65;Sayur;DABM-1964;;;;;;;;
577;DR134;Tunggal;Petai, segar;77,2;92;5,4;1,1;15,2;2;1,1;14;170;1,6;55;221;0,2;0,8;-;114;-;0,8;0,1;6,1;34;36;Sayur;KZGMI-2001;;;;;;;;
578;DR135;Tunggal;Peterseli, segar;83,9;53;3,7;1;9;-;2,4;193;84;4,3;18;1.125,60;0,2;1,4;-;2.940;8.230;0,11;0,29;0,7;193;95;Sayur;DABM-1964;;;;;;;;
579;DR136;Tunggal;Pucuk lumai/daun leunca, segar;91;33;4,5;0,4;2,8;-;1,3;13;75;2,9;2;-;0,2;0,6;-;-;-;0,5;0,1;-;41;70;Sayur;KZGMI-2001;;;;;;;;
580;DR137;Tunggal;Putri malu, segar;80,2;76;3,6;0,3;14,6;7,1;1,3;119;84;3,3;1;631;0,6;1,4;-;4.762;-;0,6;0,6;-;6;-;Sayur;KZGMI-2001;;;;;;;;
581;DR138;Tunggal;Rebung, segar;93,3;25;0,8;0,1;5,3;9,7;0,5;3;5;0,5;3;206;0,1;0,4;-;10;-;0,2;0,07;0,5;-;28;Sayur;KZGMI-2001;;;;;;;;
582;DR139;Tunggal;Rimbang, segar;80,8;75;1,6;0,6;15,8;10;1,2;55;97;0,6;20;234;0,4;0,4;-;51;-;0,4;0,1;1,3;38;95;Sayur;KZGMI-2001;;;;;;;;
583;DR140;Tunggal;Rumput laut;87;41;1,4;0,3;8,1;2,2;3,2;80;20;1,6;250;380;0,2;0,4;-;1.958;-;0,2;-;0,1;7;100;Sayur;KZGMI-2001;;;;;;;;
584;DR141;Tunggal;Sawi, segar;92,2;28;2,3;0,3;4;2,5;1,2;220;38;2,9;22;436,5;0,12;0,2;-;2.042;6.460;0,09;0,23;0,7;102;87;Sayur;DABM-1964;;;;;;;;
585;DR142;Tunggal;Sawi putih / pecai, segar;96,6;9;1;0,1;1,7;0,8;0,6;56;42;1,1;5;193,1;0,05;0,1;-;862;832;0,05;0,18;0,4;3;79;Sayur;KZGPI-1990;;;;;;;;
586;DR143;Tunggal;Sawi taiwan, segar;91,8;30;1,9;0,5;4,4;2,7;1,4;100;58;1,6;27;217;0,1;0,7;-;1.340;-;0,2;0,1;0,6;33;85;Sayur;KZGMI-2001;;;;;;;;
587;DR144;Tunggal;Sawi tanah, segar;94,9;19;1,3;0,2;2,9;2,2;1;92;45;1,2;17;145;0,1;0,4;-;815;-;0,2;0,1;0,1;36;85;Sayur;KZGMI-2001;;;;;;;;
588;DR145;Tunggal;Selada, segar;94,8;18;1,2;0,2;2,9;1,8;0,9;22;25;0,5;19;186,4;0,03;0,2;-;1.526;540;0,04;0,13;0,4;8;69;Sayur;DABM-1964;;;;;;;;
589;DR146;Tunggal;Selada air, segar;93,3;17;3,1;0,2;2,2;0,7;1,2;95;152;2,4;65;260,7;0,11;0,2;-;1.230;3.727;0,09;0,14;0,7;56;70;Sayur;KZGPI-1990;;;;;;;;
590;DR147;Tunggal;Seledri, segar;93;23;1;0,1;4,6;2;1,3;50;40;1;64;258,8;0,08;0,4;-;63;130;0,03;0,07;0,4;11;63;Sayur;DABM-1964;;;;;;;;
591;DR148;Tunggal;Taoge, segar;90,4;34;3,7;1,2;4,3;1,1;0,4;166;74;0,8;19;93,3;0,16;0,4;-;41;20;0,09;-;1,1;5;100;Sayur;KZGPI-1990;;;;;;;;
592;DR149;Tunggal;Taoge kacang kedelai, segar;81;76;9;2,6;6,4;0,7;1;50;65;1;5;212,4;0,26;0,7;-;-;110;0,23;0,19;1,2;15;100;Sayur;DABM-1964;;;;;;;;
593;DR150;Tunggal;Taoge kacang tunggak, segar;88;40;5;0,2;5,8;2,6;1;57;88;1;2;226,8;0,07;0,5;-;299;-;0,07;0,08;0,8;15;90;Sayur;DABM-1964;;;;;;;;
594;DR151;Tunggal;Tebu terubuk (lilin), segar;91;30;4,6;0,4;3;0,8;1;40;80;2;699;-;0,2;1,1;-;12;-;0,08;0,2;1,2;50;20;Sayur;DABM-1964;;;;;;;;
595;DR152;Tunggal;Tekokak, segar;89;34;2;0,1;7,9;4,9;1;50;30;2;3;333,3;0,12;0,2;-;23;750;0,08;0,05;0,9;8;95;Sayur;DABM-1964;;;;;;;;
596;DR153;Tunggal;Tekokak, kering;12,3;302;8,3;1,7;72,6;21,2;8,1;370;180;22,2;9;-;1.044,20;1;-;187;750;0,4;0,17;5,1;-;100;Sayur;DABM-1964;;;;;;;;
597;DR154;Tunggal;Terong, segar;92,7;28;1,1;0,2;5,5;2,1;0,5;15;37;0,4;9;187;0,1;0,1;-;46;30;0,04;0,03;0,5;5;100;Sayur;DABM-1964;;;;;;;;
598;DR155;Tunggal;Terong asam, segar;90,5;37;2;0,4;6,3;3,2;0,8;13;59;1,5;3;155;0,3;0,3;-;97;-;0,2;0,1;0,8;4;-;Sayur;KZGMI-2001;;;;;;;;
599;DR156;Tunggal;Terung belanda, segar;87,3;52;2,1;1,1;8,6;1,4;1;16;40;1,1;-;-;-;-;-;-;8.048;0,42;0,06;-;12;100;Sayur;KZGPI-1990;;;;;;;;
600;DR157;Tunggal;Terung bengkulu, segar;86,6;52;1,1;0,4;11,2;3,2;0,8;19;39;1,1;14;-;0,16;1;-;85;600;0,23;0,04;0;6;100;Sayur;KZGPI-1990;;;;;;;;
601;DR158;Tunggal;Terong hintalo, segar;89,2;45;1,9;0,8;7,5;5,1;0,6;19;268;1;167;142;0,6;0,2;-;552;-;0,2;0,4;-;4;-;Sayur;KZGMI-2001;;;;;;;;
602;DR159;Tunggal;Terung panjang;91,8;25;2,1;0,1;5,3;0,5;0,7;38;24;0,7;9;53,7;0,09;0,2;-;83;24;0,15;0,06;0,7;8;100;Sayur;KZGPI-1990;;;;;;;;
603;DR160;Tunggal;Tomat, air (sari), segar;94;20;1;0,2;3,5;0,4;1,3;7;15;0,4;10;225,2;0,06;0,1;-;266;600;0,05;0,03;0,7;10;100;Sayur;DABM-1964;;;;;;;;
604;DR161;Tunggal;Tomat merah, segar;92,9;24;1,3;0,5;4,7;-;0,6;8;77;0,6;10;164,9;0,14;0,2;-;575;2.083;0,06;0,07;0,4;34;100;Sayur;KZGPI-1990;;;;;;;;
605;DR162;Tunggal;Tomat muda, segar;93;24;2;0,7;3,3;1,8;2;5;27;0,5;10;210;0,07;0,2;-;384;320;0,07;0,04;0,7;30;95;Sayur;DABM-1964;;;;;;;;
606;DR163;Tunggal;Uceng/ bunga melinjo, segar;79,5;82;5,8;1,3;11,7;4,8;1,7;70;266;2,4;-;-;-;-;-;-;58;0,11;0,15;-;3;89;Sayur;KZGPI-1990;;;;;;;;
607;DR164;Tunggal;Umbut kelapa, segar;89,3;39;2;0,2;7,2;2,5;1,3;57;49;-;4;447;0,2;1,4;-;16;-;0,1;0,1;-;8;-;Sayur;KZGMI-2001;;;;;;;;
608;DR165;Tunggal;Umbut rotan;90,5;34;2,4;0,3;5,5;2,2;1,3;89;79;1,3;8;552;0,2;1,9;-;14;-;0,2;-;-;9;-;Sayur;KZGMI-2001;;;;;;;;
609;DR166;Tunggal;Wortel, segar;89,9;36;1;0,6;7,9;1;0,6;45;74;1;70;245;0,06;0,3;-;3.784;7.125;0,04;0,04;1;18;80;Sayur;KZGPI-1990;;;;;;;;
610;EP001;Olahan;Barongko;66,7;159;3,1;5,8;23,5;-;0,7;35;65;1,2;46;78;0,3;0,6;-;-;-;-;-;-;8;100;Buah;KZGMI-2001;;;;;;;;
611;EP002;Olahan;Dodol nanas;16,1;338;1,5;1,2;80,3;-;0,9;-;-;-;-;-;-;-;-;-;1.240;0,55;-;-;-;100;Buah;KZGMI-2001;;;;;;;;
612;EP003;Olahan;Getuk pisang;63,7;144;1,1;0,4;34,1;0,4;0,7;48;32;1;-;-;-;-;-;-;1.464;0,34;-;-;-;100;Buah;KZGPI-1990;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;(g);(kal);(g);(g);(g);(g);(g);(mg);(mg);(mg);(mg);(mg);(mg);(mg);(mcg);(mcg);(mcg);(mg);(mg);(mg);(mg);(%);;;;;;;;;;
613;EP004;Olahan;Keripik lampung;5;485;1,7;22,2;69,7;0,6;1,5;43;65;0,8;-;-;-;-;-;4;7.330;0,41;-;-;-;100;Buah;KZGPI-1990;;;;;;;;
614;EP005;Olahan;Ledre pisang;3,6;405;4,8;5,1;84,9;0,4;1,6;59;124;2,6;-;-;-;-;-;-;-;0,05;-;-;-;100;Buah;KZGPI-1990;;;;;;;;
615;EP006;Olahan;Lempog durian;25,2;320;3,5;5,7;63,7;4,9;1,9;190;93;2,5;-;-;-;-;-;13;-;0,18;0,04;-;15;100;Buah;KZGPI-1990;;;;;;;;
616;EP007;Olahan;Loka anjoro;63,3;163;1,1;4,3;30;-;1,3;-;-;-;-;-;-;-;-;-;-;-;-;-;3;100;Buah;KZGMI-2001;;;;;;;;
617;EP008;Olahan;Rica-rica taipa;86,7;49;1,6;0,3;10;-;1,4;11;48;3;426;42;0,5;0,5;-;-;296;0,14;-;-;-;100;Buah;KZGMI-2001;;;;;;;;
618;EP009;Olahan;Rujak aceh;78,7;82;0,4;0,3;19,7;2,4;0,9;-;-;-;-;-;-;-;-;-;272;0,1;-;-;-;100;Buah;KZGMI-2001;;;;;;;;
619;EP010;Olahan;Sale kesemek;25;296;1,1;0,6;71,4;-;1,8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100;Buah;KZGMI-2001;;;;;;;;
620;EP011;Olahan;Sale pisang siam;28,9;281;2,4;0,7;66,1;1;2;41;64;1,2;-;-;-;-;-;-;-;-;-;-;-;100;Buah;KZGPI-1990;;;;;;;;
621;EP012;Olahan;Sale pisang, cilacap;27,1;295;2,3;2,1;66,9;1,3;1,7;47;97;2,8;-;-;-;-;-;10;-;0,22;0,03;-;42;100;Buah;KZGPI-1990;;;;;;;;
622;EP013;Olahan;Sanggara belanda;47,1;242;6,4;7,1;38,2;-;1,2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100;Buah;KZGMI-2001;;;;;;;;
623;EP014;Olahan;Tepung Pisang;13,8;338;2,9;0,4;80,6;5,3;2,1;23;62;4;18;734;0,1;0,5;-;13.000;1;0,02;0,02;1;2;100;Buah;BKP;;;;;;;;
624;EP015;Olahan;Tepung Sukun;10,1;353;2,9;0,5;84,4;3,7;2,1;100;85;4,6;9;2.008,00;0,1;0,6;-;-;-;0,4;0,02;0,1;3;100;Buah;BKP;;;;;;;;
625;ER001;Tunggal;Alpukat, segar;84,3;85;0,9;6,5;7,7;-;0,6;10;20;0,9;2;278;0,2;0,4;-;189;180;0,05;0,08;1;13;61;Buah;DABM-1964;;;;;;;;
626;ER002;Tunggal;Anggur hutan, segar;92,3;30;0,5;0,2;6,8;1,2;0,2;39;12;1,1;-;-;-;-;-;-;1;0,01;-;-;3;100;Buah;KZGPI-1990;;;;;;;;
627;ER003;Tunggal;Apel malang, segar;85,9;57;0,5;0,4;12,8;0,8;0,3;9;18;0,6;4;175,4;110,16;-;-;26;2.240;0,05;0,03;0,1;5;88;Buah;KZGPI-1990;;;;;;;;
628;ER004;Tunggal;Apel, segar;84,1;58;0,3;0,4;14,9;2,6;0,3;6;10;0,3;2;130;124,2;0,3;-;30;90;0,04;0,03;0,1;5;88;Buah;DABM-1964;;;;;;;;
629;ER005;Tunggal;Arbai, segar;89,9;37;0,8;0,5;8,3;-;0,5;28;27;0,8;2;43;63,52;18,9;-;2;60;0,03;-;0,1;60;96;Buah;DABM-1964;;;;;;;;
630;ER006;Tunggal;Belimbing, segar;90;36;0,4;0,4;8,8;3,3;0,4;4;12;1,1;4;130;-;0,1;-;29;170;0,03;-;-;35;86;Buah;DABM-1964;;;;;;;;
631;ER007;Tunggal;Biwah, segar;87,1;51;0,3;0,1;12,1;0,7;0,5;220;14;0,8;1;258,6;0,04;0,1;-;-;12.256;0,1;0,02;-;4;66;Buah;KZGPI-1990;;;;;;;;
632;ER008;Tunggal;Buah atung, segar;92;23;0,8;0,2;5,2;-;1,8;30;50;4,6;-;-;-;-;-;-;-;0,29;-;-;38;80;Buah;DABM-1964;;;;;;;;
633;ER009;Tunggal;Buah kelenting, segar;73,9;110;1,4;2,1;21,4;-;1,2;8;102;1,1;2;-;0,3;0,9;-;-;-;0,2;0,1;-;6;77;Buah;KZGMI-2001;;;;;;;;
634;ER010;Tunggal;Buah kom, segar;33,7;264;4;1,1;59,6;9;1,7;306;92;0,8;-;-;-;-;-;-;400;0,11;-;-;9;100;Buah;KZGPI-1990;;;;;;;;
635;ER011;Tunggal;Buah mentega (Bisbul), segar;89;39;0,7;0,2;9,7;2;0,4;43;17;0,8;1;90;0,06;0,1;-;141;55;0,02;0,01;0,1;33;50;Buah;DABM-1964;;;;;;;;
636;ER012;Tunggal;Buah Naga Merah, segar;85,7;71;1,7;3,1;9,1;3,2;0,4;13;14;0,4;128;128;-;0,4;-;-;-;0,5;0,3;0,5;1;67;Buah;BKP;;;;;;;;
637;ER013;Tunggal;Buah Naga Putih, segar;86,6;56;0,8;1;10,9;3,2;0,6;13;27;0,5;231;231;-;0,4;-;-;-;0,02;0,5;0,9;1;74;Buah;BKP;;;;;;;;
638;ER014;Tunggal;Buah negri, segar;85,7;55;1,2;0,1;12,2;5,2;0,8;30;40;0,2;10;-;0,1;0,3;-;460;-;0,33;0,03;0,1;9;48;Buah;KZGMI-2001;;;;;;;;
639;ER015;Tunggal;Buah nona, segar;71,5;101;1,7;0,6;25,2;2,8;1;27;20;0,8;5;312,5;325,7;0,1;-;49;-;0,08;0,16;0,9;22;58;Buah;DABM-1964;;;;;;;;
640;ER016;Tunggal;Buah rotan, segar;79,4;78;0,6;0,3;18,2;-;1,5;1;7;3,4;7;495;0,3;0,7;-;-;-;0,12;-;-;5;-;Buah;KZGMI-2001;;;;;;;;
641;ER017;Tunggal;Buah rukam, segar;71,3;113;0,8;0,3;26,8;7,7;0,8;108;52;1,2;2;219;0,3;0,9;-;17;-;0,06;0,01;-;20;100;Buah;KZGMI-2001;;;;;;;;
642;ER018;Tunggal;Buah ruruhi, segar;93;29;2,1;0,7;3,6;2,6;0,3;6;7;-;36;45;-;0,1;-;7;-;0,06;0,01;-;10;82;Buah;KZGMI-2001;;;;;;;;
643;ER019;Tunggal;Buah tuppa, segar;82,5;67;0,4;0,2;15,9;-;1;12;139;0,5;2;-;0,2;0,5;-;-;-;0,04;0,01;-;5;-;Buah;KZGMI-2001;;;;;;;;
644;ER020;Tunggal;Carica papaya, segar;93,4;24;1,9;0,2;3,7;1;0,9;51;33;1,8;-;-;-;-;-;-;1.000;0,32;0,07;-;85;60;Buah;KZGPI-1990;;;;;;;;
645;ER021;Tunggal;Cempedak, segar;67;116;3;0,4;28,6;3,4;1;20;30;1,5;26;243,7;-;-;-;79;200;-;-;0,5;15;30;Buah;DABM-1964;;;;;;;;
646;ER022;Tunggal;Duku, segar;82;63;1;0,2;16,1;4,3;0,7;18;9;0,9;2;147,5;0,09;0,2;-;-;-;0,05;0,15;1,5;9;64;Buah;DABM-1964;;;;;;;;
647;ER023;Tunggal;Durian, segar;65;134;2,5;3;28;3,5;8;7;44;1,3;1;601;0,12;0,3;-;146;175;0,1;0,19;136,5;53;22;Buah;DABM-1964;;;;;;;;
648;ER024;Tunggal;Duwet, segar;80,2;80;0,5;0,6;18,2;0,9;0,5;33;138;1,3;16;92,7;191,28;0,3;-;329;-;0,02;0,01;2,5;130;67;Buah;KZGPI-1990;;;;;;;;
649;ER025;Tunggal;Embacang, segar;72,5;98;1,4;0,2;25,4;1,9;0,5;21;15;0,5;3;250,9;0,13;0,1;-;2.533;1.218;0,03;0,09;0,7;56;65;Buah;DABM-1964;;;;;;;;
650;ER026;Tunggal;Encung asam, segar;73;122;3,5;4,5;17,5;9,3;1,5;63;69;3,2;-;-;-;-;-;-;2.357;0,02;-;-;-;98;Buah;KZGPI-1990;;;;;;;;
651;ER027;Tunggal;Erbis, segar;80;70;0,6;-;18,9;7,7;0,5;11;50;1,1;21;257,1;0,06;0,1;-;549;10;-;0,1;1,1;16;33;Buah;DABM-1964;;;;;;;;
652;ER028;Tunggal;Gandaria masak;80,8;68;0,7;0,1;18;2,2;0,4;9;20;1;3;129;-;-;-;329;1.020;0,03;0,07;0,7;111;70;Buah;DABM-1964;;;;;;;;
653;ER029;Tunggal;Gatep, segar;52,7;191;4,5;1,5;39,7;13,4;1,6;186;69;3,2;17;403,3;0,69;1,4;-;51;-;0,05;0,2;1,8;-;100;Buah;KZGPI-1990;;;;;;;;
654;ER030;Tunggal;Jambu air, segar;87;46;0,6;0,2;11,8;2,1;0,8;8;9;1,1;11;321,2;-;0,1;-;92;-;0,02;0,38;4,6;5;90;Buah;DABM-1964;;;;;;;;
655;ER031;Tunggal;Jambu biji;86;49;0,9;0,3;12,2;2,4;0,6;14;28;1,1;10;52,8;0,02;0,3;-;27;25;0,02;0,03;0,8;87;82;Buah;DABM-1964;;;;;;;;
656;ER032;Tunggal;Jambu biji putih tidak berbiji;82,8;61;0,9;0,3;15,4;4,5;0,6;31;41;0,2;20;103;0,04;0,5;-;53;18;1,02;0,06;1,3;116;82;Buah;KZGPI-1990;;;;;;;;
657;ER033;Tunggal;Jambu bol, segar;87,1;49;2,3;0,2;9,6;3,5;0,8;8;8;0,3;1;14;-;-;-;92;-;0,13;0,01;0,5;22;67;Buah;KZGMI-2001;;;;;;;;
658;ER034;Tunggal;Jambu monyet, segar;82,6;64;0,7;0,6;15,8;1,2;0,3;4;13;0,5;12;107,8;-;-;-;1.604;25;0,02;-;2;197;90;Buah;DABM-1964;;;;;;;;
659;ER035;Tunggal;Jeruk bali, segar;86,3;48;0,6;0,2;12,4;0,8;0,5;23;27;0,5;21;366,1;171,25;0,1;-;33;20;0,04;-;0,4;43;62;Buah;DABM-1964;;;;;;;;
660;ER036;Tunggal;Jeruk banjar, segar;84,5;61;0,8;0,2;14,1;-;0,4;9;13;0,2;3;79;0,1;0,1;-;9;-;0,12;0,03;0,3;31;72;Buah;KZGMI-2001;;;;;;;;
661;ER037;Tunggal;Jeruk garut-keprok;87,3;44;0,8;0,3;10,9;1,6;0,7;33;23;0,4;5;518,1;169,3;0,2;-;0,3;420;0,07;0,03;0,2;31;71;Buah;DABM-1964;;;;;;;;
662;ER038;Tunggal;Jeruk Kalamansi, segar;90,2;39;0,3;0,3;8,9;2,3;0,4;42;85;0,5;82;82;0,3;0,1;-;1.000;0,3;0,02;0,1;-;30;100;Buah;BKP;;;;;;;;
663;ER039;Tunggal;Jeruk manis, segar;87,2;45;0,9;0,2;11,2;1,4;0,5;33;23;0,4;4;472,1;160;0,2;-;0,3;190;0,08;0,03;0,2;49;72;Buah;DABM-1964;;;;;;;;
664;ER040;Tunggal;Jeruk nipis, segar;88,9;44;0,5;0,2;10;0,4;0,4;18;22;0,2;3;108,9;0,06;0,1;-;23;4;0,01;0,03;0,2;20;76;Buah;KZGPI-1990;;;;;;;;
665;ER041;Tunggal;Jeruk ragi, segar;87,6;49;0,7;0,2;11,1;0,5;0,4;36;67;0,7;4;457,3;155;0,2;-;0,3;68;0,03;0,03;0,2;30;59;Buah;KZGPI-1990;;;;;;;;
666;ER042;Tunggal;Kawista, segar;71,8;120;3,5;2,5;20,8;4,6;1,4;190;230;1,6;9;1.015,60;308,43;0,4;-;99;-;0,07;0,07;0,4;3;72;Buah;KZGPI-1990;;;;;;;;
667;ER043;Tunggal;Kedondong masak, segar;88;46;1;0,1;10,3;2,6;0,6;15;22;2,8;2;216,2;0,03;0,1;-;164;233;0,08;0,23;0,3;30;58;Buah;DABM-1964;;;;;;;;
668;ER044;Tunggal;Kedondong, segar;87,8;47;0,5;0,2;10,4;2,7;0,6;7;58;0,8;2;-;-;0,2;-;167;-;0,07;0,04;0,4;32;58;Buah;KZGMI-2001;;;;;;;;
669;ER045;Tunggal;Kelapa hutan, kering;6;623;2;52,1;36,5;15,3;3,4;120;280;3,8;100;460;1,7;1,9;-;-;-;-;-;0,2;-;-;Buah;KZGMI-2001;;;;;;;;
670;ER046;Tunggal;Kelapa muda, daging, segar;83,3;68;1;0,9;14;-;0,8;7;30;1;18;564,6;0,14;0,4;-;-;-;0,06;0,02;0,6;4;53;Buah;DABM-1964;;;;;;;;
671;ER047;Tunggal;Kemang, segar;86,5;48;1;0,2;11,9;1,7;0,4;10;24;0,1;2;88,6;0,04;0,1;-;318;6;0,08;0,01;0,3;58;65;Buah;DABM-1964;;;;;;;;
672;ER048;Tunggal;Kesemek, segar;78,2;78;0,8;0,4;20;0,6;0,6;6;26;0,3;0,3;34,5;0,13;0,1;-;109;2.710;0,05;-;0,1;11;97;Buah;DABM-1964;;;;;;;;
673;ER049;Tunggal;Kokosan, segar;85;86;1,6;0,2;13;1,4;0,2;22;38;1,3;2;118,3;0,08;0,2;-;-;20;0,04;0,04;1,5;3;64;Buah;DABM-1964;;;;;;;;
674;ER050;Tunggal;Kranji, segar;20,1;315;2,1;1,4;73,5;-;2,9;160;120;3,7;-;-;-;-;-;-;-;0,02;-;-;-;31;Buah;KZGPI-1990;;;;;;;;
675;ER051;Tunggal;Langsat, segar;84,1;56;0,9;0,2;14,3;1,4;0,5;17;24;1,1;1;232;0,09;0,2;-;-;-;0,07;-;0,8;9;64;Buah;DABM-1964;;;;;;;;
676;ER052;Tunggal;Lemon, segar;92,2;34;0,5;0,8;6,2;0,1;0,3;23;20;0,3;31;140;0,1;0,2;-;-;-;0,09;0,12;0,3;50;100;Buah;KZGMI-2001;;;;;;;;
677;ER053;Tunggal;Lontar, segar;93;27;0,4;0,2;6;1,6;0,4;91;243;0,5;-;-;-;-;-;-;-;0,03;-;-;-;79;Buah;KZGPI-1990;;;;;;;;
678;ER054;Tunggal;Mangga, segar;86,6;52;0,7;-;12,3;1,6;0,2;20;16;1;3;140;0,33;0;-;316;-;0,03;0,01;0,3;12;65;Buah;KZGMI-2001;;;;;;;;
679;ER055;Tunggal;Mangga benggala, segar;84,4;63;2,4;0,4;12,4;5,8;0,4;9;13;0,2;3;79;0,1;0,1;-;10;-;0,18;0,01;0,4;43;65;Buah;KZGMI-2001;;;;;;;;
680;ER056;Tunggal;Mangga gedung, segar;87,4;44;0,7;0,2;11,2;1,6;0,5;13;10;0,2;2;83,6;0,04;0,1;-;113;16.400;0,08;0,01;0,3;30;65;Buah;DABM-1964;;;;;;;;
681;ER057;Tunggal;Mangga golek, segar;82,2;63;0,5;0,2;16,7;2,3;0,4;14;10;0,7;3;118,1;0,05;0,1;-;160;3.715;0,08;0,02;0,4;65;65;Buah;DABM-1964;;;;;;;;
682;ER058;Tunggal;Mangga harumanis, segar;86,6;46;0,4;0,2;11,9;1,7;0,8;15;9;0,2;2;88,9;0,04;0,1;-;120;1.200;0,08;0,01;0,3;6;65;Buah;DABM-1964;;;;;;;;
683;ER059;Tunggal;Mangga indramayu, segar;80,2;72;0,8;0,2;18,7;2,5;0,1;13;10;1,9;3;131,4;0,06;0,1;-;178;2.900;0,06;0,02;0,5;16;65;Buah;DABM-1964;;;;;;;;
684;ER060;Tunggal;Mangga kopek, segar;84,5;56;0,4;0,2;14,6;2;0,3;16;10;1,7;2;102,9;0,04;0,1;-;139;6.520;0,03;0,01;0,4;27;65;Buah;DABM-1964;;;;;;;;
685;ER061;Tunggal;Mangga kwini, segar;78,6;86;0,7;0,5;19,8;6,5;0,4;11;11;0,2;1;16;0,1;0,1;-;932;-;0,15;0,02;0,5;18;65;Buah;KZGMI-2001;;;;;;;;
686;ER062;Tunggal;Mangga manalagi, segar;66,5;133;1;0,1;32,1;11,8;0,3;20;23;1;70;161;-;-;-;4;-;0,07;-;0,6;61;65;Buah;KZGMI-2001;;;;;;;;
687;ER063;Tunggal;Mangga muda, segar;83,7;59;0,5;0,4;15,1;-;0,3;12;11;0,4;2;108,2;0,05;0,1;-;146;85;0,06;0,02;0,4;2;73;Buah;DABM-1964;;;;;;;;
688;ER064;Tunggal;Manggis, segar;83;63;0,6;0,6;15,6;1,5;0,2;8;12;0,8;10;61,9;0,1;0,1;-;-;-;0,03;0,03;0,3;5;29;Buah;DABM-1964;;;;;;;;
689;ER065;Tunggal;Markisa, segar;64,7;144;3,5;1,2;29,8;11,4;0,8;27;203;1,4;37;453,8;0,11;0,1;-;969;691;0,02;0,17;2;10;48;Buah;KZGPI-1990;;;;;;;;
