Code,Foods,Synonyms,energy,water,protein,fat,carbohydr.,dietary fiber,minerals,org. acids,alcohol,Vit. A,retinol,carotene,Vit. D,Vit. E (eq.),Vit. E,Vit. K,Vit. B1,Vit. B2,niacine,niacineequiv.,pantoth. acid,Vit. B6,biotine,folic acid eq.,tot. fol.acid,free fol.acid,Vit. B12,Vit. C,sodium,potassium,calcium,magnesium,phosphorus,sulfur,chlorine,iron,zinc,copper,manganese,fluorine,iodine,mannit,sorbit,xylit
ZIN0742,biscuit farley,,"     1803,000",,"        7,500","       10,000","       78,600","        1,200",,,,"       50,000","       50,000",,"        0,000","        0,000",,,"        0,080","        0,180","        0,600",,"        0,490","        0,070",,,"       14,000",,"        0,400","        1,000","       51,000","      175,000","      111,000","       20,000","      132,000",,,"        0,700","        0,700","        0,080","        0,310",,,,,
ZIN0743,"biscuit gabin special selecta (mentega,",,"     1870,000",,"        7,500","       14,000","       73,600","        1,200",,,,"       50,000","       50,000",,"        0,000","        1,000",,,"        0,080","        0,180","        0,600",,"        0,490","        0,070",,,"       14,000",,"        0,400","        1,000","       51,000","      175,000","      111,000","       20,000","      132,000",,,"        0,700","        0,700","        0,080","        0,310",,,,,
ZIN0744,"biscuit gem bunga (terigu, gula, tapiok",,"     1870,000",,"        7,500","       14,000","       73,600","        1,200",,,,"       50,000","       50,000",,"        0,000","        1,000",,,"        0,080","        0,180","        0,600",,"        0,490","        0,070",,,"       14,000",,"        0,400","        1,000","       51,000","      175,000","      111,000","       20,000","      132,000",,,"        0,700","        0,700","        0,080","        0,310",,,,,
ZIN0745,biscuit gloria,,"     1870,000",,"        7,500","       14,000","       73,600","        1,200",,,,"       50,000","       50,000",,"        0,000","        1,000",,,"        0,080","        0,180","        0,600",,"        0,490","        0,070",,,"       14,000",,"        0,400","        1,000","       51,000","      175,000","      111,000","       20,000","      132,000",,,"        0,700","        0,700","        0,080","        0,310",,,,,
ZIN0746,biscuit helti,,"     1870,000",,"        7,500","       14,000","       73,600","        1,200",,,,"       50,000","       50,000",,"        0,000","        1,000",,,"        0,080","        0,180","        0,600",,"        0,490","        0,070",,,"       14,000",,"        0,400","        1,000","       51,000","      175,000","      111,000","       20,000","      132,000",,,"        0,700","        0,700","        0,080","        0,310",,,,,
ZIN0747,biscuit interbis,,"     1870,000",,"        7,500","       14,000","       73,600","        1,200",,,,"       50,000","       50,000",,"        0,000","        1,000",,,"        0,080","        0,180","        0,600",,"        0,490","        0,070",,,"       14,000",,"        0,400","        1,000","       51,000","      175,000","      111,000","       20,000","      132,000",,,"        0,700","        0,700","        0,080","        0,310",,,,,
ZIN0748,biscuit isi kagang,,"     2067,000",,"       14,000","       24,300","       57,700","        3,300",,,,"       50,000","       50,000",,"        0,000","        3,000",,,"        0,140","        0,200","        4,200",,"        0,840","        0,140",,,"       45,000",,"        0,400","        1,000","       55,000","      351,000","      133,000","       62,000","      226,000",,,"        1,800","        1,500","        0,350","        0,790",,,,,
ZIN0749,biscuit kacang,,"     2067,000",,"       14,000","       24,300","       57,700","        3,300",,,,"       50,000","       50,000",,"        0,000","        3,000",,,"        0,140","        0,200","        4,200",,"        0,840","        0,140",,,"       45,000",,"        0,400","        1,000","       55,000","      351,000","      133,000","       62,000","      226,000",,,"        1,800","        1,500","        0,350","        0,790",,,,,
ZIN0750,biscuit kering/ bolu kering,,"      866,000",,"        4,400","        2,000","       42,900","        0,600",,,,"       32,000","       32,000",,"        0,000","        0,000",,,"        0,030","        0,100","        0,300",,"        0,320","        0,030",,,"       11,000",,"        0,200","        0,000","       22,000","       45,000","       12,000","        7,000","       54,000",,,"        0,500","        0,300","        0,040","        0,160",,,,,
ZIN0751,biscuit london,,"     1870,000",,"        7,500","       14,000","       73,600","        1,200",,,,"       50,000","       50,000",,"        0,000","        1,000",,,"        0,080","        0,180","        0,600",,"        0,490","        0,070",,,"       14,000",,"        0,400","        1,000","       51,000","      175,000","      111,000","       20,000","      132,000",,,"        0,700","        0,700","        0,080","        0,310",,,,,
ZIN0752,biscuit malkist crackers (tepung terigu,,"     1870,000",,"        7,500","       14,000","       73,600","        1,200",,,,"       50,000","       50,000",,"        0,000","        1,000",,,"        0,080","        0,180","        0,600",,"        0,490","        0,070",,,"       14,000",,"        0,400","        1,000","       51,000","      175,000","      111,000","       20,000","      132,000",,,"        0,700","        0,700","        0,080","        0,310",,,,,
ZIN0753,"biscuit marie cba (tepung terigu, gula,",,"     1870,000",,"        7,500","       14,000","       73,600","        1,200",,,,"       50,000","       50,000",,"        0,000","        1,000",,,"        0,080","        0,180","        0,600",,"        0,490","        0,070",,,"       14,000",,"        0,400","        1,000","       51,000","      175,000","      111,000","       20,000","      132,000",,,"        0,700","        0,700","        0,080","        0,310",,,,,
ZIN0754,biscuit marie susu,,"     1803,000",,"        7,500","       10,000","       78,600","        1,200",,,,"       50,000","       50,000",,"        0,000","        0,000",,,"        0,080","        0,180","        0,600",,"        0,490","        0,070",,,"       14,000",,"        0,400","        1,000","       51,000","      175,000","      111,000","       20,000","      132,000",,,"        0,700","        0,700","        0,080","        0,310",,,,,
ZIN0755,"biscuit mari-mari (tepung jagung, tepun",,"     1490,000",,"        3,200","        3,400","       80,700","        2,900",,,,"        0,000","        0,000",,"        0,000","        1,000",,,"        0,160","        0,090","        1,400",,"        0,170","        0,120",,,"       10,000",,"        0,000","        0,000","       15,000","      116,000","        3,000","       51,000","       97,000",,,"        1,500","        0,700","        0,100","        0,210",,,,,
ZIN0756,"biscuit mentega rp, 100",,"     2092,000",,"        7,500","       23,000","       66,600","        1,200",,,,"       50,000","       50,000",,"        0,000","        1,000",,,"        0,080","        0,180","        0,600",,"        0,490","        0,070",,,"       14,000",,"        0,400","        1,000","       51,000","      175,000","      111,000","       20,000","      132,000",,,"        0,700","        0,700","        0,070","        0,310",,,,,
ZIN0757,biscuit milna,,"     1803,000",,"        7,500","       10,000","       78,600","        1,200",,,,"       50,000","       50,000",,"        0,000","        0,000",,,"        0,080","        0,180","        0,600",,"        0,490","        0,070",,,"       14,000",,"        0,400","        1,000","       51,000","      175,000","      111,000","       20,000","      132,000",,,"        0,700","        0,700","        0,080","        0,310",,,,,
ZIN0758,biscuit monde,,"     1870,000",,"        7,500","       14,000","       73,600","        1,200",,,,"       50,000","       50,000",,"        0,000","        1,000",,,"        0,080","        0,180","        0,600",,"        0,490","        0,070",,,"       14,000",,"        0,400","        1,000","       51,000","      175,000","      111,000","       20,000","      132,000",,,"        0,700","        0,700","        0,080","        0,310",,,,,
ZIN0759,biscuit panda-pandaan/bolu pangang,,"     1075,000",,"        9,600","       10,500","       30,100","        1,400",,,,"      200,000","        0,000",,"        0,000","        0,000",,,"        0,070","        0,080","        1,500",,"        0,450","        0,180",,,"       12,000",,"        0,500","        2,000","       23,000","      179,000","       10,000","       22,000","      100,000",,,"        0,900","        1,600","        0,100","        0,440",,,,,
ZIN0760,biscuit permen,,"     3799,000",,"        7,500","       64,000","       78,600","        1,200",,,,"       50,000","       50,000",,"        0,000","        4,000",,,"        0,080","        0,180","        0,600",,"        0,490","        0,070",,,"       14,000",,"        0,400","        1,000","       51,000","      175,000","      111,000","       20,000","      132,000",,,"        0,700","        0,700","        0,080","        0,310",,,,,
